MMSI;VesselName;IMO;CallSign;VesselType;Status;Length;Width;Draft;Cargo;TransceiverClass;BaseDateTime
367425960;SEA VULTURE;<Unknown>;WDF2201;;1.0;;;;50.0;A;02/12/2023 16:59
367425980;VIKING;<Unknown>;WDF2203;31.0;0.0;12.0;;;52.0;A;11/12/2023 14:24
367426120;DRAKE;<Unknown>;WDF2215;90.0;0.0;31.0;8.0;;50.0;A;02/12/2023 14:03
367426130;CACHE;<Unknown>;WDF2216;37.0;;15.0;4.0;;;B;30/12/2023 22:07
367426230;FIREFIGHTER;<Unknown>;WCZ6009;90.0;0.0;22.0;5.0;;55.0;A;01/12/2023 13:37
367426260;ROSS CANDIES;IMO9481506;WDF2225;90.0;0.0;94.0;20.0;7.1;90.0;A;01/12/2023 06:15
367426330;CAROLINA PRINCESS;<Unknown>;WTV7572;60.0;;23.0;7.0;;;B;02/12/2023 09:59
367426360;SELAH;<Unknown>;WDF2234;37.0;;10.0;3.0;;;B;15/12/2023 21:43
367426410;VENTURE PRIDE;<Unknown>;WDF2239;60.0;15.0;30.0;6.0;;99.0;A;01/12/2023 12:35
367426480;GARY CHIASSON ELEVAT;IMO8747953;WDF2244;90.0;5.0;23.0;13.0;1.8;39.0;A;01/12/2023 00:00
367426650;CAPT BOB;IMO7940364;WCZ5299;30.0;;23.0;6.0;;;B;01/12/2023 20:28
367426660;THUNDER BAY;IMO8855657;WDF2257;30.0;;25.0;7.0;;;B;01/12/2023 00:16
367426710;SUNBEAM 5;IMO0000000;SUNBEAM;58.0;;22.0;8.0;;;B;01/12/2023 00:01
367426770;LORI ANN;IMO7644611;WDF2267;30.0;;23.0;7.0;;;B;01/12/2023 04:15
367426830;MR FARREL;<Unknown>;WDF2273;31.0;0.0;19.0;7.0;;31.0;A;01/12/2023 00:00
367426860;PAULA RUBLE;<Unknown>;WDF2276;31.0;12.0;40.0;10.0;;31.0;A;01/12/2023 00:00
367426920;GREY CUP;IMO9553153;WDF2281;60.0;0.0;52.0;9.0;2.4;38.0;A;01/12/2023 01:08
367426950;INTEGRITY;<Unknown>;WDF9138;31.0;12.0;26.0;9.0;;57.0;A;01/12/2023 00:00
367427040;SAVANNAH;<Unknown>;WDF2294;31.0;0.0;11.0;4.0;;52.0;A;29/12/2023 12:38
367427060;MACY RENEE;<Unknown>;WDF2297;90.0;3.0;58.0;18.0;;0.0;A;04/12/2023 16:01
367427080;BRANTA;<Unknown>;WDF2299;37.0;;12.0;3.0;;;B;30/12/2023 22:47
367427130;BARLAVENTO;<Unknown>;WDF2304;37.0;;12.0;3.0;;;B;16/12/2023 18:41
367427260;HOWARD BLANK;<Unknown>;WDF2314;31.0;12.0;26.0;9.0;;31.0;A;01/12/2023 00:00
367427270;MISS KELLY;<Unknown>;WDF2315;31.0;12.0;26.0;9.0;;31.0;A;01/12/2023 00:00
367427420;672;<Unknown>;WDF2326;37.0;;24.0;5.0;;;B;05/12/2023 21:15
367427490;AD ASTRA;<Unknown>;WDF2333;37.0;;17.0;;;;B;08/12/2023 18:19
367427540;PAUL KLAUSEN;<Unknown>;WDF2337;31.0;12.0;53.0;15.0;;32.0;A;01/12/2023 00:55
367427650;NINA'S DANDY;<Unknown>;WCZ5647;60.0;0.0;39.0;12.0;;60.0;A;01/12/2023 00:00
367427670;MAGNA CARTA;<Unknown>;WDF2350;37.0;0.0;23.0;6.0;;37.0;A;01/12/2023 00:00
367428080;SPLASH;<Unknown>;WDF2407;37.0;;12.0;4.0;;;B;03/12/2023 19:52
367428110;PROSPECTOR;<Unknown>;WDF2409;30.0;;17.0;5.0;;;B;13/12/2023 16:15
367428150;FRITZ;<Unknown>;WDF3166;31.0;12.0;29.0;9.0;;52.0;A;01/12/2023 14:41
367428170;CAJUN HUSTLER;<Unknown>;WDF2447;31.0;0.0;17.0;6.0;;31.0;A;01/12/2023 00:00
367428270;CHARLES BURTON;IMO9569449;WDF2455;31.0;12.0;29.0;9.0;3.6;31.0;A;01/12/2023 00:00
367428330;LAURIE ANN REINAUER;IMO9575876;WDF2460;31.0;0.0;37.0;11.0;;57.0;A;01/12/2023 00:00
367428360;DB PALOUSE;IMO0000000;WDF2463;33.0;;0.0;0.0;;;B;01/12/2023 00:00
367428410;C TRACTOR 14;IMO9213038;WDF2466;31.0;5.0;32.0;12.0;5.6;31.0;A;01/12/2023 17:24
367428440;MICHAEL MCCREERY;<Unknown>;WDF2469;31.0;5.0;23.0;10.0;;57.0;A;01/12/2023 00:04
367428520;STEPHANIE & BRYAN;<Unknown>;WDF2473;30.0;;20.0;;;;B;01/12/2023 21:09
367428620;DIP;<Unknown>;WDF2482;90.0;15.0;25.0;7.0;;70.0;A;01/12/2023 00:00
367428690;BERING DAWN;<Unknown>;WDF2490;31.0;0.0;24.0;8.0;;32.0;A;01/12/2023 00:00
367428750;J & S I;<Unknown>;WDF2496;90.0;0.0;18.0;9.0;;30.0;A;01/12/2023 13:26
367428760;J & S II;<Unknown>;WDF2497;31.0;15.0;16.0;6.0;;0.0;A;11/12/2023 13:43
367428840;ETHAN B;IMO8851508;WDF2505;31.0;0.0;19.0;7.0;;31.0;A;19/12/2023 17:27
367429010;SEA HORSE;IMO8941157;WDF2534;30.0;;24.0;7.0;;;B;03/12/2023 04:15
367429260;MOJO;<Unknown>;WDF2558;37.0;;13.0;4.0;;;B;10/12/2023 11:42
367429570;TED W EWING;<Unknown>;WDF2589;31.0;0.0;17.0;7.0;;31.0;A;02/12/2023 04:11
367429650;NECIA ANN;<Unknown>;WDF2596;30.0;;22.0;7.0;;;B;16/12/2023 19:07
367429740;KEITH JACOBSON;<Unknown>;WDF2602;31.0;15.0;15.0;6.0;;30.0;A;01/12/2023 00:00
367429970;LUCIA;IMO0000000;WDN5357;36.0;;12.0;4.0;;;B;31/12/2023 02:14
367429990;OSSIAN;IMO8958679;WDF2623;30.0;;22.0;7.0;;;B;07/12/2023 17:26
367430020;DAYDREAMER;<Unknown>;WDF2625;37.0;;22.0;6.0;;;B;01/12/2023 00:04
367430030;SAINT CHARLES;<Unknown>;WDF2626;31.0;12.0;23.0;9.0;;57.0;A;01/12/2023 00:00
367430050;STEVEN M BRYAN;<Unknown>;WDF2628;31.0;0.0;26.0;9.0;;92.0;A;01/12/2023 00:00
367430051;<Unknown>;<Unknown>;<Unknown>;;8.0;;;;;A;31/12/2023 14:28
367430210;MISS ALEX;<Unknown>;WDF2641;31.0;15.0;34.0;10.0;;31.0;A;01/12/2023 00:17
367430330;JACKIE ENGLERT;<Unknown>;WDF2652;31.0;12.0;40.0;10.0;;57.0;A;03/12/2023 05:57
367430340;PERFECT SYMMETRY 5;<Unknown>;WDF2653;37.0;;21.0;5.0;;;B;05/12/2023 18:53
367430370;JACOB A;IMO8961468;WDF2655;30.0;;23.0;6.0;;;B;02/12/2023 08:11
367430440;PASSAGES;IMO0000000;WDF2660;36.0;;13.0;4.0;;;B;01/12/2023 00:04
367430660;CRYSTAL II;<Unknown>;WDF2680;37.0;0.0;29.0;8.0;;;A;27/12/2023 16:15
367430730;MR CHESTER;IMO8987577;WDF2686;31.0;0.0;23.0;8.0;2.6;31.0;A;01/12/2023 00:00
367430750;MR CONNOR;IMO8987553;WDF2688;31.0;0.0;22.0;7.0;2.1;52.0;A;01/12/2023 00:00
367430760;MISS EMILY;IMO8987383;WDF2689;31.0;15.0;27.0;8.0;3.0;31.0;A;01/12/2023 00:00
367430780;MISS GLORIA;IMO8983088;WDF2691;31.0;0.0;27.0;9.0;3.0;31.0;A;01/12/2023 00:00
367430790;MISS CALLIE CATE;IMO9383807;WDF2692;31.0;0.0;27.0;9.0;;32.0;A;01/12/2023 00:00
367430808;<Unknown>;<Unknown>;<Unknown>;;0.0;;;;;A;08/12/2023 20:22
367430810;MISS BECKY;IMO8987307;WDF2693;31.0;0.0;25.0;8.0;2.7;23.0;A;01/12/2023 00:00
367430840;LAYLA RENEE;<Unknown>;WDF2696;31.0;0.0;21.0;8.0;;31.0;A;01/12/2023 00:00
367430850;MISS NIZ;IMO8987539;WDF2697;31.0;15.0;22.0;8.0;2.4;31.0;A;01/12/2023 00:00
367430870;MISTER JUG;IMO8133310;WDF2699;30.0;;26.0;7.0;;;B;01/12/2023 00:00
367430980;HOS STRONGLINE;IMO9040534;WDF2706;90.0;5.0;116.0;22.0;5.8;70.0;A;01/12/2023 00:00
367431020;STEVEN MAI II;IMO8940517;WDF2709;30.0;;26.0;7.0;;;B;02/12/2023 03:48
367431150;MOONDANCE;<Unknown>;WDF2721;37.0;;13.0;4.0;;;B;16/12/2023 19:28
367431280;INNISFAIL;<Unknown>;WDF2733;60.0;;24.0;5.0;;;B;13/12/2023 09:44
367431360;MOLTO BENE;<Unknown>;WDF2740;37.0;;12.0;4.0;;;B;08/12/2023 16:29
367431410;PONCHO;IMO9585467;WDF2744;30.0;5.0;34.0;8.0;;30.0;A;01/12/2023 00:08
367431550;CLELAND POWELL;<Unknown>;WDF2757;31.0;0.0;21.0;9.0;;57.0;A;01/12/2023 00:00
367431620;MOUNT ST ELIAS;IMO8749884;WDI8452;31.0;12.0;30.0;10.0;3.9;57.0;A;01/12/2023 03:50
367431640;SEA BULL;<Unknown>;WDF2765;31.0;0.0;18.0;7.0;;52.0;A;01/12/2023 00:00
367431720;MISS RAMONA;<Unknown>;WDF2772;31.0;0.0;16.0;6.0;;31.0;A;05/12/2023 12:57
367431830;KELLY ANN CANDIES;IMO9562427;WDF2782;90.0;3.0;85.0;18.0;3.9;79.0;A;02/12/2023 05:55
367431840;AD ASTRA;<Unknown>;WDF2783;37.0;5.0;;;;;A;01/12/2023 00:04
367432180;DENNIS J PASENTINE;<Unknown>;WDF2813;31.0;12.0;40.0;12.0;;31.0;A;01/12/2023 00:00
367432220;SCARLETT ISABELLA;IMO9585077;WDF2816;90.0;0.0;39.0;10.0;;79.0;A;01/12/2023 00:00
367432480;FORT FISHER;IMO8645143;WCZ6290;60.0;0.0;55.0;13.0;;60.0;A;01/12/2023 00:00
367432710;SUNTOUR;<Unknown>;WDF2857;37.0;;12.0;4.0;;;B;01/12/2023 00:05
367432880;MARCI MORAN;IMO9218571;WCZ5711;31.0;5.0;28.0;9.0;3.2;52.0;A;01/12/2023 00:08
367432980;RAINDANCER;<Unknown>;WDF2879;37.0;5.0;18.0;5.0;;37.0;A;01/12/2023 00:01
367433150;SEA DRAGON II;IMO8958411;WCZ5821;30.0;;22.0;7.0;;;B;13/12/2023 11:09
367433160;LITTLE BEAR;<Unknown>;WDF2892;60.0;5.0;19.0;;;31.0;A;01/12/2023 20:14
367433240;ISLAND GIRL;<Unknown>;WDF2897;60.0;;24.0;6.0;;;B;02/12/2023 02:50
367433620;LLOYD DUNNING;IMO7207724;WDF2930;31.0;15.0;24.0;9.0;;31.0;A;03/12/2023 05:48
367433640;GROWLER;IMO9585479;WDF2932;30.0;;27.0;8.0;;;B;12/12/2023 15:14
367433780;STAR OF HONOLULU;<Unknown>;WDF2950;60.0;5.0;58.0;13.0;;0.0;A;01/12/2023 00:00
367433790;HARVEY LION;IMO9578737;WDH2192;90.0;0.0;56.0;14.0;3.8;;A;02/12/2023 19:12
367434000;LUCKY DANCER;IMO0000000;WDK8635;36.0;;14.0;8.0;;;B;01/12/2023 00:04
367434020;BJOYCE;<Unknown>;WDH2127;37.0;5.0;17.0;5.0;;37.0;A;01/12/2023 00:04
367434080;DON BOLING;<Unknown>;WDF2979;31.0;12.0;47.0;14.0;;57.0;A;01/12/2023 14:45
367434160;FRANK SINATRA;<Unknown>;WDF2985;60.0;0.0;23.0;8.0;;60.0;A;01/12/2023 00:00
367434210;FIORELLO LAGUARDIA;<Unknown>;WDF2989;60.0;0.0;23.0;8.0;;60.0;A;04/12/2023 17:36
367434290;ZEALOT;<Unknown>;WCZ6322;30.0;0.0;17.0;6.0;;;A;01/12/2023 00:00
367434320;LISA COOPER;IMO8741961;WDF2999;31.0;0.0;28.0;11.0;3.8;52.0;A;01/12/2023 00:00
367434360;KALAMA;IMO8666513;WDF3003;31.0;0.0;26.0;10.0;;52.0;A;09/12/2023 04:51
367434580;KENTUCKY;<Unknown>;WDF3021;31.0;12.0;41.0;13.0;;57.0;A;01/12/2023 01:23
367434610;D A GRIMM;<Unknown>;WDF3023;31.0;0.0;35.0;8.0;;22.0;A;02/12/2023 20:57
367434630;MRS NEDRA;<Unknown>;WDF3025;60.0;0.0;12.0;4.0;;69.0;A;01/12/2023 02:49
367435050;INCENTIVE;IMO8990768;WDF3036;30.0;;24.0;7.0;;;B;13/12/2023 15:54
367435110;CAT TRAX;<Unknown>;WDH8498;37.0;;11.0;6.0;;;B;03/12/2023 12:49
367435150;POPS PRIDE;IMO0000000;WDF3044;30.0;;11.0;8.0;;;B;01/12/2023 00:00
367435340;KING JOSEPH;IMO8957792;WCZ6891;30.0;;24.0;7.0;;;B;01/12/2023 00:00
367435450;NANCY;IMO0000000;WDF3066;36.0;;10.0;4.0;;;B;03/12/2023 18:20
367435470;DIVEMASTER;<Unknown>;WDF3068;37.0;5.0;;;;37.0;A;01/12/2023 00:04
367435550;AZZURRA;<Unknown>;WDI5923;37.0;;16.0;4.0;;;B;02/12/2023 15:28
367435670;LORETTA B MORAN;IMO9415806;WDF3084;31.0;0.0;28.0;11.0;3.4;52.0;A;01/12/2023 00:00
367435730;RAZZLE DAZZLE;<Unknown>;WDF3090;37.0;;10.0;;;;B;01/12/2023 00:04
367435750;FREEDOM;IMO9584176;WDF3092;31.0;0.0;35.0;11.0;5.1;31.0;A;01/12/2023 00:05
367435780;WILLIAM G BURNETT;IMO9227247;WDJ3394;60.0;0.0;30.0;13.0;2.6;60.0;A;01/12/2023 00:00
367435870;NO MOSS;IMO0000000;WDF3102;37.0;;12.0;4.0;;;B;01/12/2023 00:03
367435890;MISS KELLY;<Unknown>;WDF3104;30.0;;19.0;6.0;;;B;01/12/2023 00:16
367435910;LADY KIMBERLY INC;<Unknown>;WDF3105;30.0;;21.0;6.0;;;B;17/12/2023 22:17
367435980;KILLEEN;IMO8842466;WDF3110;31.0;0.0;19.0;8.0;;31.0;A;01/12/2023 00:00
367436012;<Unknown>;<Unknown>;<Unknown>;;15.0;;;;;A;02/12/2023 09:42
367436030;ELLIS DAVIS;<Unknown>;WDF3114;31.0;5.0;23.0;10.0;;57.0;A;01/12/2023 00:56
367436120;TRIUMPH;IMO0000000;WDF3119;36.0;;10.0;4.0;;;B;02/12/2023 17:53
367436180;DONOVAN TIEN;IMO9242948;WCZ7233;30.0;;24.0;7.0;;;B;01/12/2023 04:15
367436230;TAURUS;IMO9550773;WDF3127;60.0;0.0;34.0;8.0;1.9;60.0;A;01/12/2023 00:00
367436430;NATIVE DANCER;<Unknown>;WDF3144;37.0;;11.0;3.0;;;B;06/12/2023 02:02
367436440;SWEET SPOT;<Unknown>;WDF3145;37.0;;14.0;5.0;;;B;01/12/2023 00:05
367436560;ROAMER;<Unknown>;WDF3151;37.0;;9.0;;;;B;01/12/2023 16:41
367436570;CARINA C;IMO0000000;WDF3152;37.0;;15.0;4.0;;;B;01/12/2023 00:04
367436760;HARVEY ROVER;IMO9536258;WRAJ;90.0;5.0;71.0;17.0;4.5;70.0;A;01/12/2023 00:00
367436830;TEXAS CUTTER;<Unknown>;WDF3173;90.0;0.0;;;;98.0;A;01/12/2023 00:00
367437150;SCOTT CAMP;<Unknown>;WDF3203;31.0;0.0;26.0;9.0;;31.0;A;01/12/2023 00:00
367437380;ALABAMA;<Unknown>;WDF3221;31.0;0.0;24.0;9.0;;52.0;A;01/12/2023 16:21
367437420;CAPTAIN EARL DEVALL;<Unknown>;WDF3224;31.0;5.0;20.0;7.0;;52.0;A;01/12/2023 00:00
367437530;CHANGE OF LATITUDE;<Unknown>;WDF3234;37.0;;17.0;5.0;;;B;01/12/2023 17:39
367437640;BREAK OF DAWN;IMO8523151;WDF3243;31.0;0.0;27.0;8.0;2.6;31.0;A;01/12/2023 00:00
367437760;PATRIOT;<Unknown>;WDF3252;37.0;;13.0;4.0;;;B;03/12/2023 19:53
367437890;CHARDONNAY COMMODORE;<Unknown>;WCZ7476;60.0;0.0;24.0;6.0;;60.0;A;06/12/2023 17:54
367437910;PINOT NOIR COMMODORE;<Unknown>;WCZ7643;60.0;0.0;24.0;6.0;;60.0;A;01/12/2023 00:34
367437950;S/V DELPHI;IMO0000000;<Unknown>;36.0;;12.0;4.0;;;B;05/12/2023 14:44
367437970;PORTLAND SPIRIT;<Unknown>;WCZ7280;60.0;5.0;39.0;11.0;;60.0;A;01/12/2023 17:26
367437980;NORTHERN STAR;<Unknown>;WDH7487;37.0;;23.0;5.0;;;B;11/12/2023 16:37
367438000;MAUNAWILI;IMO9268538;WGEB;70.0;0.0;217.0;32.0;12.5;70.0;A;01/12/2023 03:51
367438060;DECO BAY;IMO8992780;WDF3274;30.0;5.0;25.0;6.0;;30.0;A;01/12/2023 00:05
367438180;POR FIN;IMO0000000;WDF3294;36.0;;13.0;3.0;;;B;01/12/2023 00:02
367438210;INDEPENDENCE;IMO9583366;WDF3297;60.0;5.0;67.0;15.0;2.3;60.0;A;01/12/2023 00:05
367438530;CAPT PEYTON P;IMO9593050;WDF3321;60.0;0.0;44.0;9.0;;60.0;A;01/12/2023 00:00
367438630;A STEVE CROWLEY;<Unknown>;WDF3329;31.0;12.0;46.0;12.0;;57.0;A;01/12/2023 00:18
367438690;ROSEMARY;IMO9424948;WDF3335;31.0;5.0;29.0;10.0;3.7;52.0;A;01/12/2023 00:02
367438770;MARIE TERESA;IMO8958370;WDF3341;30.0;;24.0;7.0;;;B;01/12/2023 00:00
367438840;MRS MINA;IMO8940737;WDF3347;30.0;;23.0;7.0;;;B;08/12/2023 17:56
367438910;MYSTIC;<Unknown>;WDF3354;37.0;;12.0;4.0;;;B;01/12/2023 00:00
367439230;JENNA LEE;<Unknown>;WCZ7633;30.0;;23.0;6.0;;;B;01/12/2023 00:14
367439280;SEA WOLF II;<Unknown>;WDF3386;60.0;;18.0;5.0;;;B;01/12/2023 22:52
367439310;ELECTRA   SEA SCOUTS;<Unknown>;<Unknown>;60.0;0.0;15.0;4.0;5.0;60.0;A;01/12/2023 00:00
367439360;RICHARD TOLAR;<Unknown>;WDF3395;31.0;12.0;25.0;9.0;;52.0;A;01/12/2023 00:00
367439390;NANCY M;IMO7308762;WDF3398;31.0;11.0;25.0;9.0;3.0;52.0;A;01/12/2023 00:00
367439400;<Unknown>;<Unknown>;<Unknown>;;12.0;;;;;A;25/12/2023 02:19
367439440;STILLWATER;<Unknown>;WDF3402;30.0;;15.0;6.0;;;B;22/12/2023 03:58
367439470;MICHAELA DAWN;IMO9237735;WCZ7100;30.0;;26.0;7.0;;;B;10/12/2023 23:55
367439490;FEISTY LADY;<Unknown>;WDF3404;37.0;0.0;14.0;5.0;;37.0;A;01/12/2023 00:00
367439580;BLUE FIN;<Unknown>;WDF3411;60.0;5.0;13.0;4.0;;60.0;A;02/12/2023 12:03
367439590;PARADISE 2001;IMO8693009;WDF3412;30.0;;22.0;6.0;;;B;03/12/2023 16:04
367439710;AO SHIBI IV;IMO0000000;WDF3422;30.0;;0.0;0.0;;;B;01/12/2023 00:00
367439730;LADY ANN MARGARET;<Unknown>;WDF3424;30.0;15.0;21.0;;;30.0;A;20/12/2023 06:56
367439810;SANDRA J BANTA;IMO8975378;WDF3432;31.0;0.0;18.0;7.0;;31.0;A;01/12/2023 00:00
367439830;KELTIE;<Unknown>;WCZ7332;30.0;;17.0;6.0;;;B;06/12/2023 00:49
367440130;LIBERATOR;<Unknown>;WDF3459;90.0;0.0;;;;99.0;A;01/12/2023 00:00
367440150;SUMMERWIND;IMO0000000;WDF3461;36.0;;30.0;6.0;;;B;10/12/2023 16:58
367440240;MARIA/JO-ANN;IMO8886228;WCZ7939;30.0;;23.0;7.0;;;B;04/12/2023 07:55
367440310;SUNWARD;<Unknown>;WDF3473;30.0;0.0;18.0;5.0;;30.0;A;01/12/2023 00:00
367440580;BOBBIE T;<Unknown>;WCZ7827;90.0;;15.0;7.0;;;B;26/12/2023 17:42
367440810;BEVERLY B;IMO9585223;WDF3514;31.0;5.0;27.0;10.0;;31.0;A;01/12/2023 00:04
367440830;ELIZABETH B;IMO9585235;WDF3516;31.0;0.0;29.0;10.0;;31.0;A;01/12/2023 00:00
367441020;ALLEGHENY;<Unknown>;WDF3531;31.0;12.0;20.0;8.0;;57.0;A;01/12/2023 09:59
367441140;SEA ADVENTURE 80;<Unknown>;WDF3541;60.0;0.0;21.0;7.0;;;A;01/12/2023 00:00
367441360;CROSBY GENERAL;<Unknown>;WDF3560;31.0;0.0;18.0;7.0;;52.0;A;01/12/2023 00:00
367441370;CROSBY LEADER;IMO7417288;WDF3561;31.0;0.0;43.0;12.0;6.2;52.0;A;01/12/2023 00:00
367441460;CROSBY LADY;<Unknown>;WDF3568;31.0;0.0;19.0;6.0;;31.0;A;28/12/2023 05:40
367441490;DUSTIN COLE;<Unknown>;WDF3572;31.0;0.0;10.0;4.0;;99.0;A;04/12/2023 19:37
367441520;CAPT NICHOLAS;IMO9243136;WCZ7089;30.0;;22.0;6.0;;;B;01/12/2023 00:00
367441530;TIGER;<Unknown>;WDF3575;31.0;5.0;17.0;5.0;;;A;01/12/2023 00:05
367441740;WAIOLA;<Unknown>;WDF3590;37.0;;12.0;3.0;;;B;12/12/2023 18:57
367441870;GALVESTON BAY;<Unknown>;WDH3050;31.0;12.0;32.0;9.0;;57.0;A;01/12/2023 06:57
367442120;CALCASIEU PASS PILOT;<Unknown>;WDF3624;90.0;0.0;23.0;6.0;;50.0;A;02/12/2023 18:04
367442150;JON CADE;IMO9553165;WDF3627;60.0;0.0;52.0;9.0;2.2;0.0;A;01/12/2023 10:34
367442160;JUBILEE;<Unknown>;WDF3628;37.0;15.0;20.0;6.0;;30.0;A;01/12/2023 00:00
367442170;PARADISE 2002;IMO8992443;WDF3629;30.0;;22.0;6.0;;;B;01/12/2023 00:04
367442380;LINNEA;<Unknown>;WDF3649;60.0;0.0;26.0;9.0;;60.0;A;08/12/2023 21:49
367442390;YELLOW ROSE;<Unknown>;WDF3650;50.0;0.0;21.0;5.0;;50.0;A;01/12/2023 00:00
367442640;BLUE SKY;IMO0000000;WDF3666;30.0;;0.0;0.0;;;B;01/12/2023 00:03
367442770;GARRY LACEY;<Unknown>;WDF3677;31.0;0.0;21.0;8.0;;31.0;A;01/12/2023 00:00
367442780;OLYMPIC STAR;<Unknown>;WDF3678;60.0;0.0;24.0;6.0;;60.0;A;01/12/2023 00:00
367443020;GABRIEL J;<Unknown>;WDF3699;31.0;5.0;13.0;6.0;;31.0;A;06/12/2023 22:00
367443060;WILSEY DUPRE;<Unknown>;WDF3703;31.0;12.0;21.0;9.0;;57.0;A;01/12/2023 00:00
367443560;MISS JULIA;<Unknown>;WDF3749;31.0;11.0;11.0;6.0;;31.0;A;01/12/2023 12:42
367443840;SAVAGE BETTER WAY;<Unknown>;WDF3773;31.0;5.0;25.0;10.0;;;A;01/12/2023 00:00
367443880;EVENSONG;<Unknown>;WDF3777;37.0;;14.0;4.0;;;B;01/12/2023 21:23
367443920;JOHN 3:16;IMO8975835;WDF3781;31.0;1.0;21.0;8.0;;52.0;A;01/12/2023 00:04
367444070;MAPLE GROVE;<Unknown>;WDF3794;70.0;0.0;22.0;6.0;;70.0;A;01/12/2023 12:55
367444220;WARREN JR;<Unknown>;WDF3805;31.0;12.0;19.0;7.0;;52.0;A;01/12/2023 00:00
367444420;RUSTY ZELLER;<Unknown>;WDF3821;31.0;12.0;40.0;12.0;;31.0;A;01/12/2023 18:37
367444460;SEA HAWK III;<Unknown>;WDF3823;37.0;;18.0;5.0;;;B;06/12/2023 19:28
367444590;BILL ATKINSON;<Unknown>;WDF3835;31.0;12.0;47.0;14.0;;57.0;A;01/12/2023 00:00
367444620;ELIZABETH M;<Unknown>;WDF3837;30.0;15.0;10.0;4.0;;30.0;A;01/12/2023 00:00
367444630;TOLOA;<Unknown>;WDF3838;;;12.0;;;;B;29/12/2023 13:16
367444730;REPENTANCE;IMO8975847;WDF3848;31.0;12.0;21.0;8.0;;57.0;A;01/12/2023 00:00
367444740;RISEN SAVIOUR;<Unknown>;WDF3849;31.0;12.0;21.0;8.0;;57.0;A;01/12/2023 00:00
367444940;WILDCAT;IMO9076296;WDH8013;60.0;0.0;46.0;9.0;;69.0;A;01/12/2023 00:00
367444950;DURHAM;<Unknown>;WDF3868;31.0;0.0;15.0;6.0;;0.0;A;01/12/2023 12:22
367444970;NORDIC EXPLORER;IMO8418021;WCZ9011;30.0;5.0;35.0;9.0;;30.0;A;01/12/2023 11:20
367445000;PATI R MORAN;IMO9398553;WDD9499;31.0;5.0;37.0;11.0;4.6;57.0;A;01/12/2023 00:05
367445110;KAIHANU;<Unknown>;WDJ7984;37.0;;12.0;7.0;;;B;01/12/2023 11:14
367445120;ARCHIMEDES;<Unknown>;WDF3881;37.0;;13.0;4.0;;;B;01/12/2023 00:02
367445220;AMERICAN SPIRIT II;<Unknown>;WDF3889;37.0;;12.0;3.0;;;B;02/12/2023 19:49
367445260;MISS DIANA;<Unknown>;WDF3893;31.0;5.0;14.0;6.0;;52.0;A;01/12/2023 00:02
367445380;KAREN ELIZABETH;IMO8320298;WCZ8945;30.0;;24.0;7.0;;;B;10/12/2023 05:32
367445430;ELEANOR MARIE;<Unknown>;WDF3903;30.0;;11.0;4.0;;;B;01/12/2023 00:00
367445450;COTTON PATCH;IMO0000000;WCZ8362;37.0;;20.0;6.0;;;B;01/12/2023 16:00
367445510;RAE;<Unknown>;WDF3909;31.0;0.0;14.0;4.0;;31.0;A;06/12/2023 11:26
367445550;ATLANTICA;IMO8986119;WDF3913;60.0;5.0;45.0;10.0;;60.0;A;01/12/2023 22:17
367445570;ALASKA QUEST;<Unknown>;WDF3915;60.0;5.0;20.0;5.0;;60.0;A;01/12/2023 00:07
367445660;LONG SHOT;<Unknown>;WDF3923;37.0;;;;;;B;01/12/2023 00:05
367445750;HARVEY RAM;IMO9587702;WDH2199;90.0;0.0;61.0;14.0;4.3;70.0;A;01/12/2023 00:00
367445840;AVATAR;<Unknown>;WDF3937;37.0;;19.0;5.0;;;B;15/12/2023 19:01
367445940;QUEEN ALINA;IMO8940608;WDF3945;30.0;;24.0;7.0;;;B;02/12/2023 19:52
367446310;MISS QUYNH ANH I;IMO9241619;WDF3971;30.0;;29.0;7.0;;;B;02/12/2023 11:10
367446340;OASIS;<Unknown>;WDF3973;37.0;;;;;;B;01/12/2023 00:00
367446390;KAREN MORAN;IMO9225603;WCZ6877;31.0;5.0;27.0;9.0;3.5;52.0;A;01/12/2023 00:05
367446540;DEUCE ARMENTOR;<Unknown>;WDF3988;60.0;0.0;12.0;4.0;;69.0;A;01/12/2023 10:29
367446880;WHITE FROG;<Unknown>;WDF4014;37.0;;;;;;B;26/12/2023 17:34
367446940;GULF SHRIMP;IMO8034021;WDF4019;30.0;;20.0;6.0;;;B;31/12/2023 17:15
367447010;BALENA;<Unknown>;WDJ3946;37.0;;11.0;;;;B;31/12/2023 11:48
367447060;ALYESKA;IMO0000000;WDM5079;37.0;;15.0;5.0;;;B;01/12/2023 00:04
367447110;ARTEMIS;<Unknown>;WDF4032;37.0;;19.0;4.0;;;B;01/12/2023 00:12
367447140;SEA FALCON;IMO8851754;WDH6598;30.0;;25.0;6.0;;;B;05/12/2023 22:57
367447150;MISS LORIE;IMO9241413;WDF4035;30.0;;25.0;7.0;;;B;01/12/2023 00:05
367447170;COASTAL MARINER;<Unknown>;WDF4037;90.0;0.0;30.0;7.0;;69.0;A;01/12/2023 00:00
367447240;AIMSIR;<Unknown>;WDF4042;37.0;;10.0;4.0;;;B;01/12/2023 19:28
367447390;OSPREY V;<Unknown>;WDF4051;60.0;;19.0;6.0;;;B;01/12/2023 03:11
